id,title,year,venue,authors
journals/tods/LiC01, Answering queries with useful bindings,2001,ACM Trans. Database Syst.,Edward Y. Chang  Chen Li
journals/tods/GhandeharizadehHJ96, Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language,1996,ACM Trans. Database Syst.,Dean Jacobs  Shahram Ghandeharizadeh  Richard Hull
conf/vldb/Hammond96, Using Referential Integrity To Easily Define Consistent Subset Replicas,1996,VLDB,Brad Hammond
conf/sigmod/Chakravarthy97, SENTINEL: An Object-Oriented DBMS With Event-Based Rules,1997,SIGMOD Conference,Sharma Chakravarthy
conf/vldb/CareyHMW96, PESTO : An Integrated Query/Browser for Object Databases,1996,VLDB,Laura M. Haas  Michael J. Carey  Vivekananda Maganty  John H. Williams
journals/sigmod/AbelTK97, Integrating Modelling Systems for Environmental Management Information Systems,1997,SIGMOD Record,David J. Abel  Dean Kuo  Kerry L. Taylor
journals/vldb/JagadishACLNPPSWWY02, TIMBER: A native XML database,2002,VLDB J.,Andrew Nierman  Cong Yu  Jignesh M. Patel  Adriane Chapman  Nuwee Wiwatwattana  H. V. Jagadish  Yuqing Wu  Laks V. S. Lakshmanan  Divesh Srivastava  Shurug Al-Khalifa  Stelios Paparizos
conf/sigmod/Adelberg98, NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents,1998,SIGMOD Conference,Brad Adelberg
conf/vldb/Gibbons01, Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,2001,VLDB,Phillip B. Gibbons
journals/sigmod/BestavrosLS96, Report on First International Workshop on Real-Time Database Systems,1996,SIGMOD Record,Sang Hyuk Son  Kwei-Jay Lin  Azer Bestavros
journals/sigmod/HaritsaS96, Real-Time Index Concurrency Control,1996,SIGMOD Record,S. Seshadri  Jayant R. Haritsa
conf/sigmod/KornJF97, Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences,1997,SIGMOD Conference,H. V. Jagadish  Christos Faloutsos  Flip Korn
conf/vldb/PedersenJD99, Extending Practical Pre-Aggregation in On-Line Analytical Processing,1999,VLDB,Torben Bach Pedersen  Curtis E. Dyreson  Christian S. Jensen
journals/sigmod/Aberer03, Call for Book Reviews,2003,SIGMOD Record,Karl Aberer
conf/sigmod/ShenNSHS03, CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,2003,SIGMOD Conference,John Shepherd  Quan Z. Sheng  Du Q. Huynh  Jialie Shen  Anne H. H. Ngu
conf/sigmod/CluetDSS98, Your Mediators Need Data Conversion!,1998,SIGMOD Conference,Sophie Cluet  Katarzyna Smaga  J�r�me Sim�on  Claude Delobel
journals/sigmod/TheodoridisN00, Generating Spatiotemporal Datasets on the WWW,2000,SIGMOD Record,Mario A. Nascimento  Yannis Theodoridis
conf/vldb/MorishimaKKT01, Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,2001,VLDB,Hiroyuki Kitagawa  Satoshi Takano  Seiichi Koizumi  Atsuyuki Morishima
conf/sigmod/BressanGFJHKLMPQSS97, The COntext INterchange Mediator Prototype,1997,SIGMOD Conference,Kofi Fynn  Henry B. Kon  Cheng Hian Goh  Thomas Lee  St�phane Bressan  Stuart E. Madnick  Michael Siegel  Annie W. Shum  Marta Jessica Jakobisiak  Tito Pena  Jessica Qu  Karim Hussein
conf/vldb/HumborstadSHT97, 1-Safe Algorithms for Symmetric Site Configurations,1997,VLDB,Maitrayi Sabaratnam  �ystein Torbj�rnsen  Rune Humborstad  Svein-Olaf Hvasshovd
journals/sigmod/KennedyMB96, A Framework for Information Visualisation,1996,SIGMOD Record,Peter J. Barclay  Kenneth J. Mitchell  Jessie B. Kennedy
journals/sigmod/Kuijpers02, Introduction to Constraint Databases - Book Review,2002,SIGMOD Record,Bart Kuijpers
journals/tods/DattaVCK99, Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users,1999,ACM Trans. Database Syst.,Anindya Datta  Vijay Kumar  Aslihan Celik  Debra E. VanderMeer
conf/sigmod/ChanI98, Bitmap Index Design and Evaluation,1998,SIGMOD Conference,Yannis E. Ioannidis  Chee Yong Chan
journals/sigmod/Aberer03d, Book review column,2003,SIGMOD Record,Karl Aberer
journals/sigmod/MarchiLPT03, Analysis of existing databases at the logical level: the DBA companion project,2003,SIGMOD Record,Fabien De Marchi  Jean-Marc Petit  Farouk Toumani  St�phane Lopes
conf/sigmod/HullZ96, A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,1996,SIGMOD Conference,Gang Zhou  Richard Hull
conf/sigmod/Ramakrishnan00, From Browsing to Interacting: DBMS Support for Responive Websites (Abstract),2000,SIGMOD Conference,Raghu Ramakrishnan
conf/sigmod/Hope95, Enterprise Transaction Processing on Windows NT,1995,SIGMOD Conference,Greg Hope
journals/sigmod/BergamaschiCV99, Semantic Integration of Semistructured and Structured Data Sources,1999,SIGMOD Record,Sonia Bergamaschi  Maurizio Vincini  Silvana Castano
conf/sigmod/GoyalHKMSZ97, Picture Programming Project,1997,SIGMOD Conference,Nita Goyal  Mosh� M. Zloof  Charles Hoch  Michael Suckow  Ravi Krishnamurthy  Brian Meckler
conf/sigmod/Galhardas00, AJAX: An Extensible Data Cleaning Tool,2000,SIGMOD Conference,Daniela Florescu  Helena Galhardas  Dennis Shasha  Eric Simon
conf/sigmod/ShashaB02a, Database tuning: principles  experiments  and troubleshooting techniques (part I),2002,SIGMOD Conference,Dennis Shasha  Philippe Bonnet
conf/vldb/TianD03, Tuple Routing Strategies for Distributed Eddies,2003,VLDB,Feng Tian  David J. DeWitt
conf/vldb/AcharyaGP99, Aqua: A Fast Decision Support Systems Using Approximate Query Answers,1999,VLDB,Swarup Acharya  Phillip B. Gibbons  Viswanath Poosala
conf/vldb/LubbersGJ03, Systematic Development of Data Mining-Based Data Quality Tools,2003,VLDB,Matthias Jarke  Udo Grimmer  Dominik L�bbers
conf/sigmod/FlorescuGKR02, XL: a platform for web services,2002,SIGMOD Conference,Andreas Gr�nhagen  Steffen Rost  Donald Kossmann  Daniela Florescu
conf/sigmod/ChooOLCGBPS96, Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,1996,SIGMOD Conference,G. Linderman  Alexandros Biliris  H. Chen  K. Ganapathi  Euthimios Panagos  S. Choo  David Schrader  William O'Connell
conf/vldb/KangC02, Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers,2002,VLDB,Heum-Geun Kang  Chin-Wan Chung
conf/sigmod/KemperMPS94, Optimizing Disjunctive Queries with Expensive Predicates,1994,SIGMOD Conference,Alfons Kemper  Guido Moerkotte  Michael Steinbrunn  Klaus Peithner
conf/vldb/JonscherD94, An Approach for Building Secure Database Federations,1994,VLDB,Klaus R. Dittrich  Dirk Jonscher
journals/vldb/AtzeniM00, Guest Editorial: Databases and the Web,2000,VLDB J.,Alberto O. Mendelzon  Paolo Atzeni
journals/sigmod/ZobelMR96, Guidelines for Presentation and Comparison of Indexing Techniques,1996,SIGMOD Record,Kotagiri Ramamohanarao  Alistair Moffat  Justin Zobel
conf/vldb/Uhl02, A Bandwidth Model for Internet Search,2002,VLDB,Axel Uhl
conf/sigmod/AgrawalK03, A System for Watermarking Relational Databases,2003,SIGMOD Conference,Peter J. Haas  Rakesh Agrawal  Jerry Kiernan
conf/vldb/DongHLPW01, Mining Multi-Dimensional Constrained Gradients in Data Cubes,2001,VLDB,Jiawei Han  Ke Wang  Joyce M. W. Lam  Guozhu Dong  Jian Pei
conf/sigmod/DeHaanTCO03, A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding,2003,SIGMOD Conference,M. Tamer �zsu  David Toman  Mariano P. Consens  David DeHaan
journals/sigmod/Aberer01, Advanced XML Data Processing - Guest Editor's Introduction,2001,SIGMOD Record,Karl Aberer
journals/vldb/BeckerGOSW96, An Asymptotically Optimal Multiversion B-Tree,1996,VLDB J.,Thomas Ohler  Peter Widmayer  Bruno Becker  Stephan Gschwind  Bernhard Seeger
journals/sigmod/Winslett03b, Interview with Rakesh Agrawal,2003,SIGMOD Record,Marianne Winslett
conf/sigmod/ColbyKLMR97, Supporting Multiple View Maintenance Policies,1997,SIGMOD Conference,Latha S. Colby  Kenneth A. Ross  Akira Kawaguchi  Daniel F. Lieuwen  Inderpal Singh Mumick
conf/sigmod/KiepuszewskiMO98, FlowBack: Providing Backward Recovery for Workflow Systems,1998,SIGMOD Conference,Maria E. Orlowska  Ralf M�hlberger  Bartek Kiepuszewski
conf/vldb/TeisseirePC94, Towards Event-Driven Modelling for Database Design,1994,VLDB,Maguelonne Teisseire  Pascal Poncelet  Rosine Cicchetti
conf/sigmod/AcharyaGP00, Congressional Samples for Approximate Answering of Group-By Queries,2000,SIGMOD Conference,Viswanath Poosala  Swarup Acharya  Phillip B. Gibbons
journals/vldb/MuckP97, A Configrable Type Hierarchy Index for OODB,1997,VLDB J.,Thomas A. M�ck  Martin L. Polaschek
journals/vldb/BraumandlCKK00, Functional-Join Processing,2000,VLDB J.,Reinhard Braumandl  Alfons Kemper  Donald Kossmann  Jens Clau�en
conf/sigmod/ChaudhuriN98, AutoAdmin 'What-if' Index Analysis Utility,1998,SIGMOD Conference,Surajit Chaudhuri  Vivek R. Narasayya
conf/sigmod/VriesMNK02, Efficient k-NN search on vertically decomposed data,2002,SIGMOD Conference,Niels Nes  Martin L. Kersten  Nikos Mamoulis  Arjen P. de Vries
conf/sigmod/Seshadri99, ``Honey  I Shrunk the DBMS'': Footprint  Mobility  and Beyond (Panel),1999,SIGMOD Conference,Praveen Seshadri
conf/vldb/BrinkhoffK94, The Impact of Global Clustering on Spatial Database Systems,1994,VLDB,Thomas Brinkhoff  Hans-Peter Kriegel
conf/vldb/FrohnLU94, Access to Objects by Path Expressions and Rules,1994,VLDB,J�rgen Frohn  Georg Lausen  Heinz Uphoff
conf/vldb/SeifertS02, A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments,2002,VLDB,Andr� Seifert  Marc H. Scholl
conf/sigmod/HsiaoCY94, On Parallel Execution of Multiple Pipelined Hash Joins,1994,SIGMOD Conference,Philip S. Yu  Hui-I Hsiao  Ming-Syan Chen
journals/tods/Chomicki03, Preference formulas in relational queries,2003,ACM Trans. Database Syst.,Jan Chomicki
journals/sigmod/BallMRZ02, Supply Chain Infrastructures: System Integration and Information Sharing,2002,SIGMOD Record,Michael O. Ball  Louiqa Raschid  Meng Ma  Zhengying Zhao
conf/vldb/MalonM97, Critical Database Technologies for High Energy Physics,1997,VLDB,David M. Malon  Edward N. May
journals/sigmod/Snodgrass00, Chair's Message,2000,SIGMOD Record,Richard T. Snodgrass
conf/sigmod/LiBKN03, Composing XSL Transformations with XML Publishing Views,2003,SIGMOD Conference,Chengkai Li  P. P. S. Narayan  Henry F. Korth  Philip Bohannon
conf/sigmod/Gerber95, Informix Online XPS,1995,SIGMOD Conference,Robert H. Gerber
journals/tods/TaoSP03, Analysis of predictive spatio-temporal queries,2003,ACM Trans. Database Syst.,Dimitris Papadias  Jimeng Sun  Yufei Tao
conf/sigmod/GraySEBW94, Quickly Generating Billion-Record Synthetic Databases,1994,SIGMOD Conference,Susanne Englert  Jim Gray  Kenneth Baclawski  Peter J. Weinberger  Prakash Sundaresan
conf/vldb/MarianS03, Projecting XML Documents,2003,VLDB,Am�lie Marian  J�r�me Sim�on
conf/vldb/Toivonen96, Sampling Large Databases for Association Rules,1996,VLDB,Hannu Toivonen
journals/tods/ZaharioudakisCF97, Adaptive  Fine-Grained Sharing in a Client-Server OODBMS: A Callback-Based Approach,1997,ACM Trans. Database Syst.,Michael J. Carey  Michael J. Franklin  Markos Zaharioudakis
conf/vldb/EicklerGK95, A Performance Evaluation of OID Mapping Techniques,1995,VLDB,Andr� Eickler  Carsten Andreas Gerlhof  Donald Kossmann
journals/sigmod/Winslett01, Jeffrey D. Ullman Speaks Out on the Future of Higher Education  Startups  Database Theory  and More,2001,SIGMOD Record,Marianne Winslett
journals/sigmod/Qian95, Political Winds Change Direction Again,1995,SIGMOD Record,Xiaolei Qian
conf/vldb/ChaudhuriW00, Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,2000,VLDB,Surajit Chaudhuri  Gerhard Weikum
journals/vldb/RamanRH00, Online dynamic reordering,2000,VLDB J.,Bhaskaran Raman  Joseph M. Hellerstein  Vijayshankar Raman
journals/vldb/CliftonGB95, HyperFile: A Data and Query Model for Documents,1995,VLDB J.,David Bloom  Chris Clifton  Hector Garcia-Molina
journals/sigmod/KeetonPH98, A Case for Intelligent Disks (IDISKs),1998,SIGMOD Record,Kimberly Keeton  Joseph M. Hellerstein  David A. Patterson
conf/sigmod/MarklL02, Learning table access cardinalities with LEO,2002,SIGMOD Conference,Volker Markl  Guy M. Lohman
journals/sigmod/Jannink95, Implementing Deletion in B+-Trees,1995,SIGMOD Record,Jan Jannink
conf/vldb/ChengGKLLQS99, Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,1999,VLDB,K. Bernhard Schiefer  Fred Koo  T. Y. Cliff Leung  Linqi Liu  Jarek Gryz  Xiaoyan Qian  Qi Cheng
conf/vldb/Huyn97, Multiple-View Self-Maintenance in Data Warehousing Environments,1997,VLDB,Nam Huyn
conf/sigmod/LaursenOP94, Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data,1994,SIGMOD Conference,Mark Porter  Andrew Laursen  Jeffrey Olkin
conf/vldb/NathDKGKS03, IrisNet: An Architecture for Internet-scale Sensing Services,2003,VLDB,Phillip B. Gibbons  Suman Nath  Amol Deshpande  Srinivasan Seshan  Brad Karp  Yan Ke
conf/sigmod/AgrawalW00, A Framework for Expressing and Combining Preferences,2000,SIGMOD Conference,Edward L. Wimmers  Rakesh Agrawal
conf/sigmod/HwangLYMMGCSS94, The MYRIAD Federated Database Prototype,1994,SIGMOD Conference,K. Mediratta  Ee-Peng Lim  J. Stenoien  S. Musukula  Jaideep Srivastava  H.-R. Yang  D. Clements  M. Ganesh  San-Yih Hwang
conf/sigmod/ParkKKLPC98, Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,1998,SIGMOD Conference,Ki Hong Kim  Yong Sik Kwon  Sang Kyun Cha  Jang Ho Park  Byoung Dae Park  Sangho Lee
conf/vldb/ChoN02, Effective Change Detection Using Sampling,2002,VLDB,Alexandros Ntoulas  Junghoo Cho
conf/vldb/GaasterlandL94, Qualified Answers That Reflect User Needs and Preferences,1994,VLDB,Terry Gaasterland  Jorge Lobo
journals/sigmod/BunemanFSW01, Constraints for Semi-structured Data and XML,2001,SIGMOD Record,Wenfei Fan  Peter Buneman  Scott Weinstein  J�r�me Sim�on
journals/sigmod/Alonso95a, Trade Press News,1995,SIGMOD Record,Rafael Alonso
journals/sigmod/BerraNT95, ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,1995,SIGMOD Record,P. Bruce Berra  Bhavani M. Thuraisingham  Kingsley C. Nwosu
conf/sigmod/GarofalakisGR02, Querying and mining data streams: you only get one look a tutorial,2002,SIGMOD Conference,Minos N. Garofalakis  Rajeev Rastogi  Johannes Gehrke
journals/sigmod/Aberer03b, Book review column,2003,SIGMOD Record,Karl Aberer
conf/sigmod/DeshpandeGR01, Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,2001,SIGMOD Conference,Amol Deshpande  Rajeev Rastogi  Minos N. Garofalakis
conf/vldb/SchmidtWKCMB02, XMark: A Benchmark for XML Data Management,2002,VLDB,Martin L. Kersten  Ralph Busse  Florian Waas  Michael J. Carey  Albrecht Schmidt  Ioana Manolescu
journals/sigmod/Ozsu03, Chair's Message,2003,SIGMOD Record,M. Tamer �zsu
journals/vldb/ZezulaSAR98, Approximate Similarity Retrieval with M-Trees,1998,VLDB J.,Fausto Rabitti  Giuseppe Amato  Pavel Zezula  Pasquale Savino
conf/vldb/KnorrN99, Finding Intensional Knowledge of Distance-Based Outliers,1999,VLDB,Raymond T. Ng  Edwin M. Knorr
conf/sigmod/ZaharioudakisC97, Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,1997,SIGMOD Conference,Michael J. Carey  Markos Zaharioudakis
journals/tods/OliverS94, A Taxonomy for Secure Object-Oriented Databases,1994,ACM Trans. Database Syst.,Sebastiaan H. von Solms  Martin S. Olivier
conf/sigmod/GarofalakisGRSS00, XTRACT: A System for Extracting Document Type Descriptors from XML Documents,2000,SIGMOD Conference,Rajeev Rastogi  S. Seshadri  Minos N. Garofalakis  Aristides Gionis  Kyuseok Shim
conf/vldb/WangZL03, ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams,2003,VLDB,Haixun Wang  Chang Luo  Carlo Zaniolo
conf/sigmod/FabretJLPRS01, Filtering Algorithms and Implementation for Very Fast Publish/Subscribe,2001,SIGMOD Conference,Kenneth A. Ross  Fran�oise Fabret  Fran�ois Llirbat  Jo�o Pereira  Hans-Arno Jacobsen  Dennis Shasha
conf/sigmod/FegarasM95, Towards an Effective Calculus for Object Query Languages,1995,SIGMOD Conference,David Maier  Leonidas Fegaras
journals/sigmod/CampbellEM03, XML schema,2003,SIGMOD Record,Jim Melton  Charles E. Campbell  Andrew Eisenberg
journals/vldb/ChakrabartiRS03, Fast and accurate text classification via multiple linear discriminant projections pp,2003,VLDB J.,Shourya Roy  Mahesh V. Soundalgekar  Soumen Chakrabarti
conf/vldb/Bayer95, Document Management as a Database Problem,1995,VLDB,Rudolf Bayer
conf/vldb/GibbonsMP97, Fast Incremental Maintenance of Approximate Histograms,1997,VLDB,Yossi Matias  Phillip B. Gibbons  Viswanath Poosala
conf/sigmod/Amer-YahiaCLS01, Minimization of Tree Pattern Queries,2001,SIGMOD Conference,Sihem Amer-Yahia  Divesh Srivastava  Laks V. S. Lakshmanan  SungRan Cho
journals/sigmod/BoscMP01, Report on The fourth International Conference on Flexible Query Answering systems,2001,SIGMOD Record,Gabriella Pasi  Amihai Motro  Patrick Bosc
conf/sigmod/CruzJ99, A User-Centered Interface for Querying Distributed Multimedia Databases,1999,SIGMOD Conference,Kimberly M. James  Isabel F. Cruz
conf/vldb/BraumandlCK98, Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,1998,VLDB,Alfons Kemper  Reinhard Braumandl  Jens Clau�en
conf/vldb/Celis96, The Query Optimizer in Tandem's new ServerWare SQL Product,1996,VLDB,Pedro Celis
conf/vldb/DillKMRST01, Self-similarity in the Web,2001,VLDB,Stephen Dill  Andrew Tomkins  Ravi Kumar  Sridhar Rajagopalan  Kevin S. McCurley  D. Sivakumar
journals/sigmod/Snodgrass03c, Developments at ACM TODS,2003,SIGMOD Record,Richard T. Snodgrass
conf/vldb/SindoniTABFGMPPT01, SIT-IN: a Real-Life Spatio-Temporal Information System,2001,VLDB,Stefano De Francisci  Rossella Molinaro  Orietta Gargano  Mario Paolucci  Leonardo Tininini  Giuseppe Sindoni  Paola Patteri  Amedea Ambrosetti  Pina Ticca  Cristina Bedeschi
journals/tods/CastanoAFP98, Conceptual Schema Analysis: Techniques and Applications,1998,ACM Trans. Database Syst.,Valeria De Antonellis  Barbara Pernici  Maria Grazia Fugini  Silvana Castano
conf/vldb/RamaswamyMS98, On the Discovery of Interesting Patterns in Association Rules,1998,VLDB,Sridhar Ramaswamy  Sameer Mahajan  Abraham Silberschatz
conf/vldb/Lindsay95, DB2 Common Server: Technology  Progress  & Directions,1995,VLDB,Bruce G. Lindsay
conf/sigmod/CasatiS01, Models and Languages for Describing and Discovering E-Services,2001,SIGMOD Conference,Ming-Chien Shan  Fabio Casati
journals/tods/Suciu02, Distributed query evaluation on semistructured data,2002,ACM Trans. Database Syst.,Dan Suciu
conf/vldb/Malaika96, Database Management Systems and the Internet,1996,VLDB,Susan Malaika
conf/vldb/AboulnagaAN01, Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,2001,VLDB,Ashraf Aboulnaga  Jeffrey F. Naughton  Alaa R. Alameldeen
conf/vldb/AbiteboulBMMW02, Active XML: Peer-to-Peer Data and Web Services Integration,2002,VLDB,Tova Milo  Roger Weber  Ioana Manolescu  Omar Benjelloun  Serge Abiteboul
conf/vldb/DeenJNNW00, A 20/20 Vision of the VLDB-2020?,2000,VLDB,Shamkant B. Navathe  Erich J. Neuhold  Gio Wiederhold  Anant Jhingran  S. Misbah Deen
journals/sigmod/LaenderRST02, A Brief Survey of Web Data Extraction Tools,2002,SIGMOD Record,Berthier A. Ribeiro-Neto  Alberto H. F. Laender  Altigran Soares da Silva  Juliana S. Teixeira
journals/sigmod/Segev94a, Editor's Notes,1994,SIGMOD Record,Arie Segev
conf/vldb/HoskingC99, PM3: An Orthogonal Persistent Systems Programming Language - Design  Implementation  Performance,1999,VLDB,Antony L. Hosking  Jiawan Chen
conf/sigmod/HellersteinN96, Query Execution Techniques for Caching Expensive Methods,1996,SIGMOD Conference,Joseph M. Hellerstein  Jeffrey F. Naughton
conf/sigmod/HaasH01, Online Query Processing,2001,SIGMOD Conference,Peter J. Haas  Joseph M. Hellerstein
conf/sigmod/Shasha97, Lessons from Wall Street: Case Studies in Configuration  Tuning  and Distribution (Tutorial),1997,SIGMOD Conference,Dennis Shasha
journals/tods/Chen95, Declarative Updates of Relational Databases,1995,ACM Trans. Database Syst.,Weidong Chen
conf/vldb/RamamurthyDS02, A Case for Fractured Mirrors,2002,VLDB,Ravishankar Ramamurthy  Qi Su  David J. DeWitt
conf/vldb/IdrisGC94, Providing Dynamic Security Control in a Federated Database,1994,VLDB,R. F. Churchhouse  W. A. Gray  N. B. Idris
journals/sigmod/ConstantopoulosCP01, Semantic Web Workshop: Models  Architectures and Management,2001,SIGMOD Record,Vassilis Christophides  Dimitris Plexousakis  Panos Constantopoulos
conf/vldb/MatthesS94, Persistent Threads,1994,VLDB,Joachim W. Schmidt  Florian Matthes
conf/sigmod/GeorgeH97, Secure Transaction Processing in Firm Real-Time Database Systems,1997,SIGMOD Conference,Binto George  Jayant R. Haritsa
conf/vldb/KalusD95, Flexible Relations - Operational Support of Variant Relational Structures,1995,VLDB,Peter Dadam  Christian Kalus
journals/vldb/StonebrakerALPSSSY96, Mariposa: A Wide-Area Distributed Database System,1996,VLDB J.,Carl Staelin  Paul M. Aoki  Witold Litwin  Michael Stonebraker  Adam Sah  Jeff Sidell  Andrew Yu  Avi Pfeffer
journals/sigmod/FrankNS02, Report on the Semantic Web Workshop at WWW 2002,2002,SIGMOD Record,Martin R. Frank  Natalya Fridman Noy  Steffen Staab
journals/sigmod/Snodgrass94, Overview of the Special Section on Temporal Database Infrastructure,1994,SIGMOD Record,Richard T. Snodgrass
conf/vldb/KochBG03, Path Queries on Compressed XML,2003,VLDB,Martin Grohe  Peter Buneman  Christoph Koch
conf/sigmod/BlohsfeldKS99, A Comparison of Selectivity Estimators for Range Queries on Metric Attributes,1999,SIGMOD Conference,Bernhard Seeger  Bj�rn Blohsfeld  Dieter Korus
conf/sigmod/GrayHOS96, The Dangers of Replication and a Solution,1996,SIGMOD Conference,Dennis Shasha  Jim Gray  Patrick E. O'Neil  Pat Helland
conf/sigmod/AshleyFHLNP95, The Query By Image Content (QBIC) System,1995,SIGMOD Conference,Denis Lee  Wayne Niblack  James L. Hafner  Dragutin Petkovic  Myron Flickner  Jonathan Ashley
journals/sigmod/PalpanasPKG03, Distributed deviation detection in sensor networks,2003,SIGMOD Record,Dimitrios Gunopulos  Themistoklis Palpanas  Dimitris Papadopoulos  Vana Kalogeraki
journals/sigmod/AbiteboulH95, Response to A Close Look at the IFO Data Model,1995,SIGMOD Record,Serge Abiteboul  Richard Hull
conf/vldb/Suciu96, Query Decomposition and View Maintenance for Query Languages for Unstructured Data,1996,VLDB,Dan Suciu
conf/vldb/Wadler01, Et tu  XML? The downfall of the relational empire (abstract),2001,VLDB,Philip Wadler
conf/vldb/ArgePRSV98, Scalable Sweeping-Based Spatial Join,1998,VLDB,Lars Arge  Jeffrey Scott Vitter  Torsten Suel  Sridhar Ramaswamy  Octavian Procopiuc
conf/vldb/MorimotoFMTY98, Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,1998,VLDB,Kunikazu Yoda  Hirofumi Matsuzawa  Takeshi Tokuyama  Yasuhiko Morimoto  Takeshi Fukuda
conf/sigmod/ChoiC02, Selectivity estimation for spatio-temporal queries to moving objects,2002,SIGMOD Conference,Yong-Jin Choi  Chin-Wan Chung
conf/vldb/GilbertKMS01, Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,2001,VLDB,Anna C. Gilbert  Martin Strauss  Yannis Kotidis  S. Muthukrishnan
journals/sigmod/TaninBS96, Incremental data Structures and Algorithms for Dynamic Query Interfaces,1996,SIGMOD Record,Ben Shneiderman  Richard Beigel  Egemen Tanin
conf/sigmod/KatayamaS97, The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,1997,SIGMOD Conference,Norio Katayama  Shin'ichi Satoh
journals/sigmod/AndersonS94, SEQUOIA 2000 Metadata Schema for Satellite Images,1994,SIGMOD Record,Michael Stonebraker  Jean T. Anderson
conf/sigmod/BunemanKTT02, Archiving scientific data,2002,SIGMOD Conference,Sanjeev Khanna  Peter Buneman  Wang Chiew Tan  Keishi Tajima
conf/sigmod/ArasuG03, Extracting Structured Data from Web Pages,2003,SIGMOD Conference,Arvind Arasu  Hector Garcia-Molina
journals/sigmod/RosenthalHRS97, A Consumer Viewpoint on Mediator Languages - a Proposal for a Standard,1997,SIGMOD Record,Eric Hughes  Leonard J. Seligman  Arnon Rosenthal  Scott Renner
conf/vldb/Kotidis01, A Data Warehousing Architecture for Enabling Service Provisioning Process,2001,VLDB,Yannis Kotidis
conf/sigmod/MassariPSC95, QBI: Query By Icons,1995,SIGMOD Conference,Antonio Massari  Panos K. Chrysanthis  Lorenzo Saladini  Stefano Pavani
conf/vldb/RaghavanG01, Crawling the Hidden Web,2001,VLDB,Sriram Raghavan  Hector Garcia-Molina
journals/sigmod/Nascimento03, Peer-to-peer: harnessing the power of disruptive technologies,2003,SIGMOD Record,Mario A. Nascimento
journals/vldb/LeeSC01, A graph-theoretic model for optimizing queries involving methods,2001,VLDB J.,Yaw-Huei Chen  Chi-Sheng Shih  Chiang Lee
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a, A TSQL2 Tutorial,1994,SIGMOD Record,James Clifford  Ramez Elmasri  Michael D. Soo  Wolfgang K�fer  Nick Kline  Arie Segev  Suryanarayana M. Sripada  Fabio Grandi  John F. Roddick  Richard T. Snodgrass  Christian S. Jensen  Nikos A. Lorentzos  Ilsoo Ahn  Gad Ariav  Don S. Batory  T. Y. Cliff Leung  Curtis E. Dyreson  Krishna G. Kulkarni
conf/sigmod/BrinMUT97, Dynamic Itemset Counting and Implication Rules for Market Basket Data,1997,SIGMOD Conference,Shalom Tsur  Rajeev Motwani  Sergey Brin  Jeffrey D. Ullman
journals/sigmod/GatziuKBF98, Unbundling Active Functionality,1998,SIGMOD Record,Hans Fritschi  Arne Koschel  G�nter von B�ltzingsloewen  Stella Gatziu
conf/vldb/KornMZ03, Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases,2003,VLDB,Flip Korn  Yunyue Zhu  S. Muthukrishnan
conf/vldb/RoussopoulosK98, The Cubetree Storage Organization,1998,VLDB,Yannis Kotidis  Nick Roussopoulos
journals/sigmod/NgH95, Multigranularity Locking in Multiple Job Classes Transaction Processing System,1995,SIGMOD Record,Sheung-lun Hung  Shan-hoi Ng
conf/sigmod/ChaudhuriDN01, A Robust  Optimization-Based Approach for Approximate Answering of Aggregate Queries,2001,SIGMOD Conference,Vivek R. Narasayya  Gautam Das  Surajit Chaudhuri
conf/vldb/ChoALS02, Optimizing the Secure Evaluation of Twig Queries,2002,VLDB,Sihem Amer-Yahia  Divesh Srivastava  SungRan Cho  Laks V. S. Lakshmanan
